ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
ZFA:0000141	32520	1517	633	58	1576	60	2	false	0.6080333875251863	1.0	9.197032723684098E-109	"pectoral fin bud"
ZFA:0005059	32520	26	633	1	8652	308	2	false	0.610866149509377	1.0	1.8068389678092662E-76	"trabecular layer"
ZFA:0000079	32520	1284	633	44	7681	271	3	false	0.611370235480684	1.0	0.0	"telencephalon"
ZFA:0005910	32520	26	633	1	8681	311	1	false	0.6132387947811899	1.0	1.6560767557159314E-76	"presumptive ventral entopeduncular nucleus"
ZFA:0009280	32520	71	633	2	570	16	2	false	0.6136212035396204	1.0	1.7345946851976465E-92	"Muller cell"
ZFA:0009248	32520	1635	633	53	6880	229	4	false	0.6146333703108428	1.0	0.0	"neuron"
ZFA:0005425	32520	766	633	26	7681	271	1	false	0.6146655957054906	1.0	0.0	"serous membrane"
ZFA:0001463	32520	53	633	2	2941	114	2	false	0.6164847265781823	1.0	1.0125059212239082E-114	"melanophore stripe"
ZFA:0000084	32520	1026	633	37	6006	224	1	false	0.6189489411683123	1.0	0.0	"yolk"
ZFA:0001383	32520	1576	633	60	2941	114	1	false	0.6202701087914732	1.0	0.0	"fin bud"
ZFA:0000700	32520	27	633	1	7699	271	3	false	0.6206059782930793	1.0	1.3276345580929301E-77	"utricle"
ZFA:0000428	32520	27	633	1	7696	271	3	false	0.6207521366408392	1.0	1.341702782935653E-77	"saccule"
ZFA:0005904	32520	16	633	1	245	14	2	false	0.6218593377810201	1.0	2.0479111507658212E-25	"retroarticular  process"
ZFA:0009135	32520	32	633	1	1384	41	5	false	0.6222091332539224	1.0	1.1498850069253445E-65	"myelinating Schwann cell"
ZFA:0001725	32520	32	633	1	1384	41	2	false	0.6222091332539224	1.0	1.1498850069253445E-65	"immature Schwann cell"
ZFA:0000597	32520	62	633	2	1411	47	2	false	0.622248142546794	1.0	6.575088438820113E-110	"telencephalic white matter"
ZFA:0000391	32520	40	633	1	227	5	2	false	0.6242270657099578	1.0	1.8108278350015255E-45	"medial zone of dorsal telencephalon"
ZFA:0001280	32520	21	633	2	36	3	1	false	0.6274509803921564	1.0	1.7960084416419605E-10	"branchiostegal ray 3"
ZFA:0001321	32520	88	633	5	241	14	3	false	0.6282475365114084	1.0	3.7959711467369375E-68	"neurocranial trabecula"
ZFA:0001517	32520	17	633	1	202	11	2	false	0.6295349354949767	1.0	4.579251296430921E-25	"ceratobranchial 2 cartilage"
ZFA:0001304	32520	15	633	1	54	3	2	false	0.6315513626834371	1.0	1.155491263851551E-13	"vagal ganglion 3"
ZFA:0001305	32520	15	633	1	54	3	2	false	0.6315513626834371	1.0	1.155491263851551E-13	"vagal ganglion 4"
ZFA:0000250	32520	68	633	3	413	19	5	false	0.6320848343543134	1.0	1.1159659255680904E-79	"opercle"
ZFA:0001307	32520	89	633	3	2685	97	2	false	0.6321137126563192	1.0	4.809882495153035E-169	"pharyngeal musculature"
ZFA:0001607	32520	55	633	2	1073	41	1	false	0.6336227662574547	1.0	1.0769347763124804E-93	"pharyngeal arch 4"
ZFA:0005257	32520	94	633	5	135	7	1	false	0.6402355717465913	1.0	1.351998301074444E-35	"blood vessel endothelium"
ZFA:0009033	32520	30	633	1	6749	226	3	false	0.640858330078852	1.0	3.7541370070962705E-83	"ependymal cell"
ZFA:0001438	32520	28	633	1	7993	287	2	false	0.6414327253086325	1.0	1.6936670530506003E-80	"coelom"
ZFA:0001622	32520	34	633	1	920	27	2	false	0.6435870374389164	1.0	9.321329917564094E-63	"pronephric distal early tubule"
ZFA:0000038	32520	5957	633	211	8681	311	1	false	0.6437535476433127	1.0	0.0	"margin"
ZFA:0009132	32520	233	633	8	6006	224	1	false	0.6467568199620949	1.0	0.0	"barrier cell"
ZFA:0000384	32520	22	633	1	76	3	2	false	0.6471692745376858	1.0	1.376129477229067E-19	"levator arcus palatini"
ZFA:0001520	32520	18	633	1	204	11	2	false	0.6476660542789036	1.0	3.702147527395352E-26	"ceratobranchial 1 cartilage"
ZFA:0005410	32520	28	633	1	6290	230	2	false	0.6484218370000827	1.0	1.4062416751776288E-77	"pars inferior ear"
ZFA:0000161	32520	62	633	2	7681	271	3	false	0.648761065022116	1.0	5.119189780207586E-156	"third ventricle"
ZFA:0005037	32520	429	633	14	1904	66	2	false	0.6513345799332035	1.0	0.0	"post-vent vasculature"
ZFA:0009115	32520	281	633	7	545	14	3	false	0.651528967429137	1.0	3.311807831983596E-163	"skeletal muscle cell"
ZFA:0000022	32520	342	633	11	8009	279	3	false	0.6517359139152331	1.0	0.0	"floor plate"
ZFA:0009351	32520	57	633	5	205	19	2	false	0.6521703842568786	1.0	3.811038568612895E-52	"thromboblast"
ZFA:0001484	32520	442	633	14	4763	162	1	false	0.6528260532722642	1.0	0.0	"superficial blastomere"
ZFA:0000458	32520	126	633	4	7681	271	2	false	0.6549271311064198	1.0	1.820608541777338E-278	"ventral thalamus"
ZFA:0009051	32520	299	633	9	1635	53	1	false	0.6554655644531701	1.0	0.0	"interneuron"
ZFA:0001518	32520	18	633	1	200	11	2	false	0.6554986918439973	1.0	5.372467140038432E-26	"ceratobranchial 3 cartilage"
ZFA:0005594	32520	102	633	3	12143	399	1	false	0.6563761975128932	1.0	3.6848067261644755E-255	"anatomical surface"
ZFA:0001263	32520	138	633	3	317	7	1	false	0.6564239936428249	1.0	1.184396129987026E-93	"ovarian follicle stage I"
ZFA:0009120	32520	154	633	7	417	20	1	false	0.6566355327224854	1.0	1.326978560122695E-118	"mechanoreceptor cell"
ZFA:0001378	32520	1381	633	47	8656	308	3	false	0.6569553407985889	1.0	0.0	"axial hypoblast"
ZFA:0007013	32520	2238	633	71	2276	72	1	false	0.6601853934493531	1.0	1.9092391584930836E-83	"preplacodal ectoderm"
ZFA:0001288	32520	30	633	1	7681	271	2	false	0.6602875823898713	1.0	7.686952157260835E-85	"renal glomerulus"
ZFA:0001117	32520	1451	633	51	6949	255	2	false	0.6625097943275038	1.0	0.0	"post-vent region"
ZFA:0001204	32520	1363	633	47	5390	194	2	false	0.6626135990277429	1.0	0.0	"axial mesoderm"
ZFA:0007028	32520	30	633	1	8652	308	2	false	0.6635460187475098	1.0	2.147953152148862E-86	"spinal cord neural keel"
ZFA:0001391	32520	54	633	1	178	3	1	false	0.6644318831046008	1.0	5.576195321776212E-47	"anterior lateral line ganglion"
ZFA:0005608	32520	18	633	2	70	8	2	false	0.665196743554941	1.0	4.311063072411782E-17	"frontal-parietal joint"
ZFA:0001572	32520	11	633	1	58	5	2	false	0.6652334860138902	1.0	4.391892297963964E-12	"superior cervical ganglion"
ZFA:0001423	32520	37	633	2	240	14	4	false	0.6673669087491962	1.0	2.1993800043843764E-44	"parachordal cartilage"
ZFA:0007058	32520	31	633	1	8009	279	2	false	0.667551207244028	1.0	8.498489344244523E-88	"roof plate"
ZFA:0005169	32520	27	633	1	2156	86	2	false	0.6690818056679632	1.0	1.2573657441405917E-62	"intrahepatic bile duct"
ZFA:0005289	32520	30	633	1	1727	62	2	false	0.6692226854090336	1.0	2.599615327665989E-65	"renal duct"
ZFA:0000324	32520	67	633	1	218	3	2	false	0.6697183115131446	1.0	6.637684471499435E-58	"caudal periventricular hypothalamus"
ZFA:0001667	32520	35	633	1	210	6	2	false	0.6699448329369261	1.0	1.0979687653883889E-40	"peripheral nucleus of ventral telencephalon"
ZFA:0001470	32520	70	633	3	260	12	3	false	0.6718887097783837	1.0	3.0274284440537685E-65	"anterior lateral line"
ZFA:0000598	32520	799	633	32	2401	101	3	false	0.6722950591058612	1.0	0.0	"testis"
ZFA:0001462	32520	101	633	3	2130	72	2	false	0.6741539485877646	1.0	7.148877816235524E-176	"somite border"
ZFA:0001200	32520	31	633	1	8652	308	1	false	0.6755650197041018	1.0	7.722865659674602E-89	"corpuscles of Stannius"
ZFA:0009059	32520	34	633	1	1641	53	3	false	0.6762570659226785	1.0	2.0228494128245758E-71	"autonomic neuron"
ZFA:0000012	32520	5585	633	184	7016	234	2	false	0.6806181766446682	1.0	0.0	"central nervous system"
ZFA:0001319	32520	209	633	6	1987	64	2	false	0.6808466080730786	1.0	2.0196702678557186E-289	"myocardium"
ZFA:0000571	32520	1298	633	44	8681	311	2	false	0.6816778878571765	1.0	0.0	"presumptive telencephalon"
ZFA:0000188	32520	162	633	5	7681	271	2	false	0.6822648792029723	1.0	0.0	"corpus cerebelli"
ZFA:0000114	32520	1984	633	64	7510	253	4	false	0.6829159722540429	1.0	0.0	"heart"
ZFA:0001344	32520	29	633	1	836	32	2	false	0.6838821597653612	1.0	2.60560489486066E-54	"zona limitans intrathalamica"
ZFA:0000357	32520	32	633	1	7681	271	2	false	0.6839282673945393	1.0	1.302825388285799E-89	"glomerular layer"
ZFA:0009065	32520	183	633	7	193	7	1	false	0.6848778038980408	1.0	6.414366509118571E-17	"endothelial cell"
ZFA:0001624	32520	38	633	1	920	27	2	false	0.6851537189293231	1.0	2.6980114238469128E-68	"pronephric distal late tubule"
ZFA:0000330	32520	65	633	2	350	12	2	false	0.6872011099261011	1.0	2.0316699101375749E-72	"cloacal chamber"
ZFA:0005117	32520	74	633	3	290	13	2	false	0.688312137350973	1.0	5.495454426020665E-71	"anterior lateral line primordium"
ZFA:0001259	32520	100	633	3	7710	271	3	false	0.6886811403137493	1.0	3.5042920813033575E-231	"forebrain ventricle"
ZFA:0009236	32520	287	633	7	506	13	1	false	0.6922588160128034	1.0	1.3049729435325009E-149	"skeletal muscle myoblast"
ZFA:0005491	32520	29	633	1	4006	160	3	false	0.6946403087711106	1.0	3.2511801564345162E-74	"optic furrow"
ZFA:0001519	32520	20	633	1	200	11	2	false	0.6959913475777291	1.0	6.197369659446101E-28	"ceratobranchial 4 cartilage"
ZFA:0000010	32520	2723	633	94	8533	306	1	false	0.6960098586347159	1.0	0.0	"cardiovascular system"
ZFA:0000236	32520	76	633	3	636	29	3	false	0.6963906689181852	1.0	1.7407992483689124E-100	"mandibular muscle"
ZFA:0000137	32520	100	633	3	8652	308	3	false	0.696794469795878	1.0	3.2194377243581584E-236	"optic stalk"
ZFA:0009159	32520	97	633	3	6513	239	3	false	0.6973560512786823	1.0	2.2823915737150495E-218	"mucus secreting cell"
ZFA:0009134	32520	32	633	1	233	8	1	false	0.6992437846934139	1.0	4.3054436276817676E-40	"insulating cell"
ZFA:0000511	32520	44	633	2	178	9	1	false	0.6997340355371713	1.0	8.496660801697807E-43	"extraocular musculature"
ZFA:0001330	32520	68	633	2	8652	308	2	false	0.7027593842385118	1.0	6.097893632939554E-172	"retinal outer plexiform layer"
ZFA:0001568	32520	53	633	1	292	6	2	false	0.7027835373460385	1.0	1.4137496688577761E-59	"oocyte stage IV"
ZFA:0001124	32520	14	633	1	127	10	2	false	0.7031013837966869	1.0	6.456472684414479E-19	"dorsal fin skeleton"
ZFA:0009073	32520	199	633	6	7880	276	3	false	0.7032094284361607	1.0	0.0	"glial cell"
ZFA:0007068	32520	125	633	5	1701	79	1	false	0.7039305969968055	1.0	2.921246519947321E-193	"otic epithelium"
ZFA:0009163	32520	32	633	1	6006	224	1	false	0.7046249173071427	1.0	3.478323205850126E-86	"myelin accumulating cell"
ZFA:0001211	32520	164	633	5	8681	311	2	false	0.7051633167186651	1.0	0.0	"presumptive rhombomere 5"
ZFA:0005220	32520	24	633	1	53	2	1	false	0.7053701015965153	1.0	1.283276462301742E-15	"larval melanophore stripe"
ZFA:0001218	32520	347	633	11	8681	311	2	false	0.705439893762748	1.0	0.0	"presumptive floor plate"
ZFA:0001680	32520	69	633	1	207	3	1	false	0.7058647091325454	1.0	1.0212226752000762E-56	"parvocellular preoptic nucleus"
ZFA:0000008	32520	5103	633	169	7575	256	3	false	0.7060282404962553	1.0	0.0	"brain"
ZFA:0001190	32520	4	633	1	13	3	2	false	0.7062937062937065	1.0	0.0013986013986013975	"Weberian vertebra"
ZFA:0000047	32520	710	633	22	7428	252	3	false	0.7070789354417388	1.0	0.0	"peripheral olfactory organ"
ZFA:0001652	32520	100	633	3	2035	73	2	false	0.7071895094740983	1.0	1.540299401590269E-172	"head muscle"
ZFA:0000435	32520	120	633	4	300	11	2	false	0.7077460125344717	1.0	4.390987777607124E-87	"cranial nerve II"
ZFA:0007006	32520	31	633	1	2941	114	2	false	0.7082803876596422	1.0	2.887890318480814E-74	"lip"
ZFA:0000184	32520	97	633	4	222	10	2	false	0.7103541361567328	1.0	1.6162310726256272E-65	"cleithrum"
ZFA:0001303	32520	18	633	1	54	3	2	false	0.7121432027092378	1.0	1.031711206152596E-14	"vagal ganglion 2"
ZFA:0001485	32520	25	633	1	197	9	1	false	0.713149330683587	1.0	3.308353082654009E-32	"basal lamina"
ZFA:0000890	32520	35	633	1	7732	273	4	false	0.7166131055448844	1.0	9.067511365024608E-97	"floor plate spinal cord region"
ZFA:0000516	32520	135	633	4	8753	313	3	false	0.7170275228977138	1.0	4.89488285889896E-302	"periventricular grey zone"
ZFA:0000816	32520	27	633	1	1942	89	2	false	0.7206802762587123	1.0	2.1533183138537695E-61	"oral epithelium"
ZFA:0009005	32520	34	633	1	965	35	3	false	0.7215420247232522	1.0	1.7851929333827937E-63	"spermatocyte"
ZFA:0005621	32520	17	633	1	50	3	1	false	0.7216326530612232	1.0	1.0154986014844862E-13	"bone tissue"
ZFA:0005798	32520	4	633	1	9	2	1	false	0.7222222222222212	1.0	0.007936507936507922	"jaw row breeding tubercle"
ZFA:0000086	32520	442	633	14	8681	311	3	false	0.7224145219596263	1.0	0.0	"EVL"
ZFA:0000155	32520	2129	633	72	8687	310	3	false	0.7239946209001075	1.0	0.0	"somite"
ZFA:0000393	32520	2648	633	90	8652	308	1	false	0.7240827578537247	1.0	0.0	"mesenchyme"
ZFA:0001032	32520	176	633	6	1059	42	2	false	0.7249846703803955	1.0	4.086016571649462E-206	"rhombomere 4"
ZFA:0000343	32520	37	633	1	51	1	1	false	0.725490196078432	1.0	7.73570993483772E-13	"dorsal nucleus of ventral telencephalon"
ZFA:0000154	32520	36	633	1	7681	271	3	false	0.7264044054394763	1.0	5.384826205788208E-99	"sinus venosus"
ZFA:0007023	32520	2797	633	95	8652	308	3	false	0.7339078539694838	1.0	0.0	"posterior neural keel"
ZFA:0001185	32520	382	633	13	4302	167	3	false	0.7340887275112687	1.0	0.0	"periderm"
ZFA:0000641	32520	225	633	9	250	10	1	false	0.7369396056553008	1.0	6.042400020119706E-35	"cranial nerve"
ZFA:0001722	32520	37	633	1	8652	308	2	false	0.73920426985878	1.0	3.1543038068727617E-103	"presumptive sinus venosus"
ZFA:0001566	32520	69	633	1	294	5	2	false	0.7402282868143748	1.0	4.881272185764608E-69	"oocyte stage III"
ZFA:0000018	32520	3882	633	134	8681	311	3	false	0.7409290048201811	1.0	0.0	"epiblast"
ZFA:0001075	32520	40	633	1	5165	171	2	false	0.7412555461692312	1.0	2.8482983709069108E-101	"choroidal fissure"
ZFA:0000449	32520	74	633	2	7681	271	3	false	0.7417143089279916	1.0	1.418546667293874E-180	"torus longitudinalis"
ZFA:0000099	32520	80	633	2	5178	169	2	false	0.7422302748391889	1.0	9.731273852063072E-179	"brain vasculature"
ZFA:0000299	32520	26	633	1	35	1	2	false	0.7428571428571457	1.0	1.4162809425519529E-8	"ventral entopeduncular nucleus of ventral telencephalon"
ZFA:0007037	32520	2775	633	94	8652	308	3	false	0.7431609933049732	1.0	0.0	"posterior neural tube"
ZFA:0000110	32520	176	633	5	7710	271	3	false	0.7471566464786163	1.0	0.0	"fourth ventricle"
ZFA:0000071	32520	1419	633	47	8681	311	2	false	0.7480107568516526	1.0	0.0	"shield"
ZFA:0001682	32520	307	633	9	8009	279	2	false	0.7494165294276893	1.0	0.0	"white matter"
ZFA:0009368	32520	139	633	3	287	7	1	false	0.7497050993367248	1.0	9.83677631505825E-86	"slow muscle myoblast"
ZFA:0007030	32520	2781	633	94	8652	308	3	false	0.7516045112820772	1.0	0.0	"posterior neural rod"
ZFA:0000117	32520	1422	633	47	8681	311	3	false	0.753273890833917	1.0	0.0	"hypoblast"
ZFA:0000388	32520	39	633	1	7681	271	2	false	0.7544840190900606	1.0	6.610884827226882E-106	"medial caudal lobe"
ZFA:0001606	32520	69	633	2	1073	41	1	false	0.7556690919952258	1.0	1.2369198275189994E-110	"pharyngeal arch 3"
ZFA:0009032	32520	72	633	2	6006	224	1	false	0.7563420795503466	1.0	8.211353089740068E-169	"ciliated cell"
ZFA:0001495	32520	321	633	13	1701	79	1	false	0.7564069344736112	1.0	0.0	"unilaminar epithelium"
ZFA:0007017	32520	2813	633	95	8652	308	3	false	0.7564652865948263	1.0	0.0	"posterior neural plate"
ZFA:0005323	32520	36	633	1	458	17	1	false	0.7577221844309372	1.0	2.4707687808471105E-54	"ionocyte"
ZFA:0007015	32520	2813	633	95	8700	310	2	false	0.7597358948516634	1.0	0.0	"posterior presumptive neural plate"
ZFA:0000555	32520	101	633	3	2941	114	1	false	0.7599948581050862	1.0	2.574532949622443E-190	"opercular flap"
ZFA:0009053	32520	176	633	8	182	8	1	false	0.7606533233900654	1.0	2.1530976593299954E-11	"sensory neuron"
ZFA:0001239	32520	77	633	4	109	6	3	false	0.7607656718374662	1.0	2.6458354370781327E-28	"ceratobranchial 5 bone"
ZFA:0009398	32520	70	633	2	3830	148	2	false	0.7610938303149434	1.0	3.388489221189782E-151	"hepatoblast"
ZFA:0009111	32520	68	633	2	2421	96	3	false	0.7612284322734671	1.0	4.957994971638112E-134	"hepatocyte"
ZFA:0001174	32520	91	633	3	2390	103	3	false	0.7622379923414592	1.0	2.821355759693246E-167	"pharyngeal epithelium"
ZFA:0000823	32520	155	633	5	1057	42	2	false	0.7626757333343657	1.0	1.2897615588912516E-190	"rhombomere 5"
ZFA:0005123	32520	127	633	4	3417	138	2	false	0.7637716787521748	1.0	5.441728800899869E-235	"gut epithelium"
ZFA:0009010	32520	200	633	6	6006	224	3	false	0.763834458632283	1.0	0.0	"glioblast"
ZFA:0009116	32520	139	633	3	282	7	3	false	0.764543125757315	1.0	2.788611159352281E-84	"slow muscle cell"
ZFA:0000279	32520	2219	633	74	8652	308	2	false	0.7658222392373838	1.0	0.0	"segmental plate"
ZFA:0007052	32520	36	633	1	47	1	1	false	0.7659574468085066	1.0	5.741472862239223E-11	"hyohyoideus"
ZFA:0001119	32520	78	633	2	8009	286	4	false	0.7734552031693483	1.0	5.473582111536773E-190	"dermis"
ZFA:0001329	32520	79	633	2	8652	308	2	false	0.777916421809282	1.0	1.1872895725864195E-194	"retinal inner plexiform layer"
ZFA:0000016	32520	3866	633	134	7608	275	2	false	0.7784069479313029	1.0	0.0	"ectoderm"
ZFA:0009139	32520	76	633	2	7265	270	2	false	0.780408918724717	1.0	9.828375331137176E-183	"endodermal cell"
ZFA:0000081	32520	2293	633	76	2648	90	1	false	0.7827158883389337	1.0	0.0	"trunk mesenchyme"
ZFA:0009038	32520	104	633	3	458	17	1	false	0.7827924432508033	1.0	6.227013689828357E-106	"columnar/cuboidal epithelial cell"
ZFA:0000554	32520	171	633	6	2010	89	3	false	0.784585521177162	1.0	3.023804259544908E-253	"olfactory epithelium"
ZFA:0000146	32520	3778	633	129	8681	311	2	false	0.7872034711138594	1.0	0.0	"presumptive brain"
ZFA:0001521	32520	88	633	4	202	11	2	false	0.7883296796279888	1.0	1.473360926414263E-59	"ceratobranchial 5 cartilage"
ZFA:0005316	32520	81	633	2	7765	277	3	false	0.7907844446578844	1.0	6.97583713584116E-195	"fin fold pectoral fin bud"
ZFA:0005484	32520	5	633	1	17	4	3	false	0.7920168067226891	1.0	1.6160310277957323E-4	"quadrate-anguloarticular joint"
ZFA:0000112	32520	2448	633	82	8581	308	3	false	0.7925651617444688	1.0	0.0	"gut"
ZFA:0005065	32520	44	633	1	7681	271	2	false	0.7950463046921623	1.0	3.3098408058425536E-117	"heart valve"
ZFA:0009357	32520	228	633	23	291	31	1	false	0.7985704823889545	1.0	1.663910254921752E-65	"mononuclear cell"
ZFA:0000304	32520	188	633	5	7681	271	2	false	0.7992570295668906	1.0	0.0	"ventral telencephalon"
ZFA:0000291	32520	33	633	1	689	32	2	false	0.7997045873072715	1.0	4.1268936470683626E-57	"medial octavolateralis nucleus"
ZFA:0001287	32520	27	633	1	66	3	2	false	0.8002840909090789	1.0	4.080314872103451E-19	"renal tubule"
ZFA:0000060	32520	505	633	15	8652	308	2	false	0.8030101661392186	1.0	0.0	"prechordal plate"
ZFA:0000456	32520	41	633	1	51	1	1	false	0.8039215686274458	1.0	7.826127323686388E-11	"ventral nucleus of ventral telencephalon"
ZFA:0005280	32520	216	633	6	2028	73	1	false	0.8076498335205728	1.0	6.805879431795574E-298	"cardiac muscle"
ZFA:0009067	32520	406	633	11	1656	54	2	false	0.8092608743931052	1.0	0.0	"CNS neuron (sensu Vertebrata)"
ZFA:0001376	32520	46	633	1	8179	289	1	false	0.8097555793094611	1.0	6.477680023847703E-123	"presumptive ectoderm"
ZFA:0000204	32520	46	633	1	7742	274	3	false	0.8103233717523548	1.0	8.15637801625211E-122	"esophagus"
ZFA:0000338	32520	211	633	6	1971	73	2	false	0.8117799643230508	1.0	1.7193918864544558E-290	"diencephalic white matter"
ZFA:0000119	32520	540	633	16	8652	308	2	false	0.8125168197485158	1.0	0.0	"retinal inner nuclear layer"
ZFA:0000591	32520	2292	633	77	5389	194	1	false	0.8127776704082733	1.0	0.0	"presumptive paraxial mesoderm"
ZFA:0000360	32520	2070	633	64	7510	253	4	false	0.8133768775388046	1.0	0.0	"heart tube"
ZFA:0001660	32520	88	633	2	1443	49	2	false	0.8134366255180332	1.0	2.6852519122573215E-143	"telencephalic nucleus"
ZFA:0001565	32520	70	633	1	289	6	2	false	0.813806349710008	1.0	5.978834416035373E-69	"oocyte stage II"
ZFA:0001666	32520	51	633	1	210	6	2	false	0.8159607145716119	1.0	4.319154024971814E-50	"periventricular nucleus of ventral telencephalon"
ZFA:0001155	32520	49	633	1	2454	83	3	false	0.817858863511981	1.0	7.75814440022697E-104	"enteric nervous system"
ZFA:0001057	32520	52	633	1	614	19	2	false	0.8187162901830443	1.0	7.712236630953538E-77	"intersegmental vein"
ZFA:0005882	32520	47	633	1	8652	308	2	false	0.8188219461363355	1.0	2.6457617195537552E-126	"spermatogenic cyst"
ZFA:0005914	32520	47	633	1	8652	308	2	false	0.8188219461363355	1.0	2.6457617195537552E-126	"argentum"
ZFA:0005916	32520	47	633	1	8652	308	2	false	0.8188219461363355	1.0	2.6457617195537552E-126	"tapetum lucidum"
ZFA:0000034	32520	807	633	25	5171	186	2	false	0.8236047039571054	1.0	0.0	"lateral line system"
ZFA:0001176	32520	4482	633	153	8681	311	2	false	0.8244667536791658	1.0	0.0	"blastoderm"
ZFA:0000151	32520	1053	633	32	7481	261	4	false	0.828257698849683	1.0	0.0	"pronephros"
ZFA:0001183	32520	49	633	1	7681	271	2	false	0.82892779922373	1.0	2.9192242429577823E-128	"dermal superficial region"
ZFA:0009255	32520	102	633	2	679	20	2	false	0.8293193050507922	1.0	4.022464783318235E-124	"amacrine cell"
ZFA:0001334	32520	49	633	1	8179	289	2	false	0.8293263549686414	1.0	1.3315655893699892E-129	"presumptive enteric nervous system"
ZFA:0001266	32520	124	633	2	317	7	1	false	0.8324780376468649	1.0	1.5829911647542092E-91	"ovarian follicle stage III"
ZFA:0001194	32520	1454	633	52	2148	82	1	false	0.8329206549359156	1.0	0.0	"cranial neural crest"
ZFA:0009214	32520	5	633	1	6	1	1	false	0.8333333333333331	1.0	0.1666666666666666	"norepinephrine secreting cell"
ZFA:0005754	32520	15	633	1	18	1	1	false	0.833333333333336	1.0	0.0012254901960784348	"primary islet"
ZFA:0005328	32520	47	633	1	6006	224	2	false	0.8336145303202691	1.0	7.898177285275116E-119	"iridoblast"
ZFA:0001431	32520	183	633	6	2102	93	2	false	0.8358001108070986	1.0	3.856576756208959E-269	"primitive olfactory epithelium"
ZFA:0000142	32520	1290	633	38	6747	226	1	false	0.8370223592994579	1.0	0.0	"peripheral nervous system"
ZFA:0001704	32520	50	633	1	8652	308	2	false	0.8375908045547633	1.0	4.884913198273252E-133	"scale primordium"
ZFA:0001260	32520	86	633	3	459	23	3	false	0.8397278733996494	1.0	1.4586955175917785E-95	"endocrine pancreas"
ZFA:0000711	32520	4419	633	150	8681	311	3	false	0.8456513636152247	1.0	0.0	"DEL"
ZFA:0000255	32520	2288	633	76	5388	194	3	false	0.8457094236831063	1.0	0.0	"paraxial mesoderm"
ZFA:0009147	32520	176	633	5	200	6	2	false	0.8466031838221532	1.0	1.5569320188906599E-31	"glial cell (sensu Vertebrata)"
ZFA:0000059	32520	56	633	1	211	6	1	false	0.8469241402999921	1.0	1.5249705751032567E-52	"postoptic commissure"
ZFA:0000477	32520	207	633	6	784	30	5	false	0.847326300455568	1.0	8.937353488336337E-196	"posterior cardinal vein"
ZFA:0009011	32520	1656	633	54	1661	54	1	false	0.847506815871646	1.0	9.548828754056981E-15	"neuroblast"
ZFA:0005229	32520	52	633	1	8652	308	2	false	0.849013566901647	1.0	1.7509832226552509E-137	"optic choroid"
ZFA:0009096	32520	154	633	4	6590	253	2	false	0.8492276062814252	1.0	1.4590279E-316	"endocrine cell"
ZFA:0005844	32520	53	633	1	7681	271	2	false	0.8519662663734828	1.0	6.051665050946637E-137	"lymph vessel"
ZFA:0001634	32520	34	633	1	290	15	1	false	0.8534546342040089	1.0	4.1988105153890033E-45	"perichondrium"
ZFA:0000610	32520	57	633	2	157	8	1	false	0.856170441926859	1.0	3.2245209413329315E-44	"vertical myoseptum"
ZFA:0001707	32520	889	633	26	8009	279	2	false	0.856563966310835	1.0	0.0	"brainstem"
ZFA:0000075	32520	1453	633	43	7548	255	3	false	0.8570307491763063	1.0	0.0	"spinal cord"
ZFA:0000277	32520	49	633	1	2941	114	3	false	0.858216397959463	1.0	1.0057034568598077E-107	"scale"
ZFA:0001317	32520	54	633	1	8652	308	2	false	0.8596353542899785	1.0	6.776496433166592E-142	"endocardial cushion"
ZFA:0009199	32520	47	633	1	1333	54	5	false	0.861749719848143	1.0	7.980149689351493E-88	"iridophore"
ZFA:0009117	32520	118	633	2	285	7	2	false	0.8621188729685278	1.0	2.313692378971024E-83	"fast muscle cell"
ZFA:0001389	32520	42	633	1	1800	82	2	false	0.8621352192423339	1.0	4.321014158986785E-86	"regeneration epithelium"
ZFA:0000013	32520	683	633	19	706	20	1	false	0.8647829873953535	1.0	1.1150617326891695E-43	"cranial ganglion"
ZFA:0000541	32520	621	633	17	4763	162	1	false	0.8653233803900152	1.0	0.0	"marginal blastomere"
ZFA:0000111	32520	4440	633	150	8681	311	2	false	0.8654090486756943	1.0	0.0	"germ ring"
ZFA:0007089	32520	863	633	27	6006	224	1	false	0.8664495118972839	1.0	0.0	"embryonic cell"
ZFA:0001496	32520	107	633	3	321	13	1	false	0.8664911497123194	1.0	3.896073198240259E-88	"simple columnar epithelium"
ZFA:0001116	32520	8179	633	289	8681	311	1	false	0.8668051282942428	1.0	0.0	"presumptive structure"
ZFA:0001175	32520	4804	633	163	8681	311	1	false	0.8676484673741549	1.0	0.0	"blastodisc"
ZFA:0005596	32520	1433	633	53	2105	84	2	false	0.8678136425201171	1.0	0.0	"paired fin"
ZFA:0009169	32520	178	633	5	200	6	1	false	0.8679363983037867	1.0	8.88635872955878E-30	"glioblast (sensu Vertebrata)"
ZFA:0009366	32520	151	633	7	154	7	1	false	0.8689253213246257	1.0	1.6753112728343189E-6	"hair cell"
ZFA:0000138	32520	1445	633	39	1772	51	2	false	0.8696165308169908	1.0	0.0	"otic placode"
ZFA:0009044	32520	319	633	16	875	53	2	false	0.8706104462487333	1.0	1.846806728120187E-248	"blood cell"
ZFA:0005171	32520	920	633	27	7681	271	1	false	0.8734827087854822	1.0	0.0	"duct"
